"date","event","observed_cloud","color","actual_quality","predicted_quality","consistency","sky_condition","case_url","map_url","cross_section_url"
"2022-10-21","日落","高积云","橘色,橘红色","小到中烧","基本不烧","不一致","幡状高积云","https://video.weibo.com/show?fid=1034:4827097680773157","/static/media/ERA5/202210210000_set.jpg","/static/media/ERA5/上海市_20221021_set.jpg"
"2022-10-22","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210220000_rise.jpg","/static/media/ERA5/上海市_20221022_rise.jpg"
"2022-10-22","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210220000_set.jpg","/static/media/ERA5/上海市_20221022_set.jpg"
"2022-10-23","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210230000_rise.jpg","/static/media/ERA5/上海市_20221023_rise.jpg"
"2022-10-23","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210230000_set.jpg","/static/media/ERA5/上海市_20221023_set.jpg"
"2022-10-24","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210240000_rise.jpg","/static/media/ERA5/上海市_20221024_rise.jpg"
"2022-10-24","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210240000_set.jpg","/static/media/ERA5/上海市_20221024_set.jpg"
"2022-10-25","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210250000_rise.jpg","/static/media/ERA5/上海市_20221025_rise.jpg"
"2022-10-25","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210250000_set.jpg","/static/media/ERA5/上海市_20221025_set.jpg"
"2022-10-26","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210260000_rise.jpg","/static/media/ERA5/上海市_20221026_rise.jpg"
"2022-10-26","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210260000_set.jpg","/static/media/ERA5/上海市_20221026_set.jpg"
"2022-10-27","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210270000_rise.jpg","/static/media/ERA5/上海市_20221027_rise.jpg"
"2022-10-27","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210270000_set.jpg","/static/media/ERA5/上海市_20221027_set.jpg"
"2022-10-28","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210280000_rise.jpg","/static/media/ERA5/上海市_20221028_rise.jpg"
"2022-10-28","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210280000_set.jpg","/static/media/ERA5/上海市_20221028_set.jpg"
"2022-10-29","日出","高积云","橘红色","小到中烧","中到大烧","一般","-","https://weibo.com/1808370032/Mcy9n4WdQ","/static/media/ERA5/202210290000_rise.jpg","/static/media/ERA5/上海市_20221029_rise.jpg"
"2022-10-29","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210290000_set.jpg","/static/media/ERA5/上海市_20221029_set.jpg"
"2022-10-30","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210300000_rise.jpg","/static/media/ERA5/上海市_20221030_rise.jpg"
"2022-10-30","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210300000_set.jpg","/static/media/ERA5/上海市_20221030_set.jpg"
"2022-10-31","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210310000_rise.jpg","/static/media/ERA5/上海市_20221031_rise.jpg"
"2022-10-31","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202210310000_set.jpg","/static/media/ERA5/上海市_20221031_set.jpg"
"2022-11-01","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211010000_rise.jpg","/static/media/ERA5/上海市_20221101_rise.jpg"
"2022-11-01","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211010000_set.jpg","/static/media/ERA5/上海市_20221101_set.jpg"
"2022-11-02","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211020000_rise.jpg","/static/media/ERA5/上海市_20221102_rise.jpg"
"2022-11-02","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211020000_set.jpg","/static/media/ERA5/上海市_20221102_set.jpg"
"2022-11-03","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211030000_rise.jpg","/static/media/ERA5/上海市_20221103_rise.jpg"
"2022-11-03","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211030000_set.jpg","/static/media/ERA5/上海市_20221103_set.jpg"
"2022-11-04","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211040000_rise.jpg","/static/media/ERA5/上海市_20221104_rise.jpg"
"2022-11-04","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211040000_set.jpg","/static/media/ERA5/上海市_20221104_set.jpg"
"2022-11-05","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211050000_rise.jpg","/static/media/ERA5/上海市_20221105_rise.jpg"
"2022-11-05","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211050000_set.jpg","/static/media/ERA5/上海市_20221105_set.jpg"
"2022-11-06","日出","卷层云","橘红色","大烧","大烧","一致","-","https://video.weibo.com/show?fid=1034:4832701111533579
https://video.weibo.com/show?fid=1034:4832694790717453
https://video.weibo.com/show?fid=1034:4832697080807438
https://video.weibo.com/show?fid=1034:4832702747312169
https://weibo.com/7729087298/MdIIG1Ama
https://weibo.com/1864934092/MdJgSsrQa","/static/media/ERA5/202211060000_rise.jpg","/static/media/ERA5/上海市_20221106_rise.jpg"
"2022-11-06","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211060000_set.jpg","/static/media/ERA5/上海市_20221106_set.jpg"
"2022-11-07","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211070000_rise.jpg","/static/media/ERA5/上海市_20221107_rise.jpg"
"2022-11-07","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211070000_set.jpg","/static/media/ERA5/上海市_20221107_set.jpg"
"2022-11-08","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211080000_rise.jpg","/static/media/ERA5/上海市_20221108_rise.jpg"
"2022-11-08","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211080000_set.jpg","/static/media/ERA5/上海市_20221108_set.jpg"
"2022-11-09","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211090000_rise.jpg","/static/media/ERA5/上海市_20221109_rise.jpg"
"2022-11-09","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211090000_set.jpg","/static/media/ERA5/上海市_20221109_set.jpg"
"2022-11-10","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211100000_rise.jpg","/static/media/ERA5/上海市_20221110_rise.jpg"
"2022-11-10","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211100000_set.jpg","/static/media/ERA5/上海市_20221110_set.jpg"
"2022-11-11","日出","-","-","基本不烧","小烧","不一致","-","-","/static/media/ERA5/202211110000_rise.jpg","/static/media/ERA5/上海市_20221111_rise.jpg"
"2022-11-11","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211110000_set.jpg","/static/media/ERA5/上海市_20221111_set.jpg"
"2022-11-12","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211120000_rise.jpg","/static/media/ERA5/上海市_20221112_rise.jpg"
"2022-11-12","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211120000_set.jpg","/static/media/ERA5/上海市_20221112_set.jpg"
"2022-11-13","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211130000_rise.jpg","/static/media/ERA5/上海市_20221113_rise.jpg"
"2022-11-13","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211130000_set.jpg","/static/media/ERA5/上海市_20221113_set.jpg"
"2022-11-14","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211140000_rise.jpg","/static/media/ERA5/上海市_20221114_rise.jpg"
"2022-11-14","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211140000_set.jpg","/static/media/ERA5/上海市_20221114_set.jpg"
"2022-11-15","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211150000_rise.jpg","/static/media/ERA5/上海市_20221115_rise.jpg"
"2022-11-15","日落","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202211150000_set.jpg","/static/media/ERA5/上海市_20221115_set.jpg"
"2022-11-16","日出","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202211160000_rise.jpg","/static/media/ERA5/上海市_20221116_rise.jpg"
"2022-11-16","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211160000_set.jpg","/static/media/ERA5/上海市_20221116_set.jpg"
"2022-11-17","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211170000_rise.jpg","/static/media/ERA5/上海市_20221117_rise.jpg"
"2022-11-17","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211170000_set.jpg","/static/media/ERA5/上海市_20221117_set.jpg"
"2022-11-18","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211180000_rise.jpg","/static/media/ERA5/上海市_20221118_rise.jpg"
"2022-11-18","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211180000_set.jpg","/static/media/ERA5/上海市_20221118_set.jpg"
"2022-11-19","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211190000_rise.jpg","/static/media/ERA5/上海市_20221119_rise.jpg"
"2022-11-19","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211190000_set.jpg","/static/media/ERA5/上海市_20221119_set.jpg"
"2022-11-20","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211200000_rise.jpg","/static/media/ERA5/上海市_20221120_rise.jpg"
"2022-11-20","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211200000_set.jpg","/static/media/ERA5/上海市_20221120_set.jpg"
"2022-11-21","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211210000_rise.jpg","/static/media/ERA5/上海市_20221121_rise.jpg"
"2022-11-21","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211210000_set.jpg","/static/media/ERA5/上海市_20221121_set.jpg"
"2022-11-22","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211220000_rise.jpg","/static/media/ERA5/上海市_20221122_rise.jpg"
"2022-11-22","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211220000_set.jpg","/static/media/ERA5/上海市_20221122_set.jpg"
"2022-11-23","日出","-","-","基本不烧","中到大烧","不一致","-","-","/static/media/ERA5/202211230000_rise.jpg","/static/media/ERA5/上海市_20221123_rise.jpg"
"2022-11-23","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211230000_set.jpg","/static/media/ERA5/上海市_20221123_set.jpg"
"2022-11-24","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211240000_rise.jpg","/static/media/ERA5/上海市_20221124_rise.jpg"
"2022-11-24","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211240000_set.jpg","/static/media/ERA5/上海市_20221124_set.jpg"
"2022-11-25","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211250000_rise.jpg","/static/media/ERA5/上海市_20221125_rise.jpg"
"2022-11-25","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211250000_set.jpg","/static/media/ERA5/上海市_20221125_set.jpg"
"2022-11-26","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211260000_rise.jpg","/static/media/ERA5/上海市_20221126_rise.jpg"
"2022-11-26","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211260000_set.jpg","/static/media/ERA5/上海市_20221126_set.jpg"
"2022-11-27","日出","卷云","橘红色","小到中烧","小到中烧","一致","-","https://video.weibo.com/show?fid=1034:4840341921267714","/static/media/ERA5/202211270000_rise.jpg","/static/media/ERA5/上海市_20221127_rise.jpg"
"2022-11-27","日落","高积云","橘黄色,橘色,橘红色","大烧","大烧","一致","-","https://weibo.com/3994060502/Mh0CIu97L","/static/media/ERA5/202211270000_set.jpg","/static/media/ERA5/上海市_20221127_set.jpg"
"2022-11-28","日出","-","-","基本不烧","小烧","不一致","-","-","/static/media/ERA5/202211280000_rise.jpg","/static/media/ERA5/上海市_20221128_rise.jpg"
"2022-11-28","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211280000_set.jpg","/static/media/ERA5/上海市_20221128_set.jpg"
"2022-11-29","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211290000_rise.jpg","/static/media/ERA5/上海市_20221129_rise.jpg"
"2022-11-29","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211290000_set.jpg","/static/media/ERA5/上海市_20221129_set.jpg"
"2022-11-30","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211300000_rise.jpg","/static/media/ERA5/上海市_20221130_rise.jpg"
"2022-11-30","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202211300000_set.jpg","/static/media/ERA5/上海市_20221130_set.jpg"
"2022-12-01","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212010000_rise.jpg","/static/media/ERA5/上海市_20221201_rise.jpg"
"2022-12-01","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212010000_set.jpg","/static/media/ERA5/上海市_20221201_set.jpg"
"2022-12-02","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212020000_rise.jpg","/static/media/ERA5/上海市_20221202_rise.jpg"
"2022-12-02","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212020000_set.jpg","/static/media/ERA5/上海市_20221202_set.jpg"
"2022-12-03","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212030000_rise.jpg","/static/media/ERA5/上海市_20221203_rise.jpg"
"2022-12-03","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212030000_set.jpg","/static/media/ERA5/上海市_20221203_set.jpg"
"2022-12-04","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212040000_rise.jpg","/static/media/ERA5/上海市_20221204_rise.jpg"
"2022-12-04","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212040000_set.jpg","/static/media/ERA5/上海市_20221204_set.jpg"
"2022-12-05","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212050000_rise.jpg","/static/media/ERA5/上海市_20221205_rise.jpg"
"2022-12-05","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212050000_set.jpg","/static/media/ERA5/上海市_20221205_set.jpg"
"2022-12-06","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212060000_rise.jpg","/static/media/ERA5/上海市_20221206_rise.jpg"
"2022-12-06","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212060000_set.jpg","/static/media/ERA5/上海市_20221206_set.jpg"
"2022-12-07","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212070000_rise.jpg","/static/media/ERA5/上海市_20221207_rise.jpg"
"2022-12-07","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212070000_set.jpg","/static/media/ERA5/上海市_20221207_set.jpg"
"2022-12-08","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212080000_rise.jpg","/static/media/ERA5/上海市_20221208_rise.jpg"
"2022-12-08","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212080000_set.jpg","/static/media/ERA5/上海市_20221208_set.jpg"
"2022-12-09","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212090000_rise.jpg","/static/media/ERA5/上海市_20221209_rise.jpg"
"2022-12-09","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212090000_set.jpg","/static/media/ERA5/上海市_20221209_set.jpg"
"2022-12-10","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212100000_rise.jpg","/static/media/ERA5/上海市_20221210_rise.jpg"
"2022-12-10","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212100000_set.jpg","/static/media/ERA5/上海市_20221210_set.jpg"
"2022-12-11","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212110000_rise.jpg","/static/media/ERA5/上海市_20221211_rise.jpg"
"2022-12-11","日落","-","-","基本不烧","小烧","不一致","-","-","/static/media/ERA5/202212110000_set.jpg","/static/media/ERA5/上海市_20221211_set.jpg"
"2022-12-12","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212120000_rise.jpg","/static/media/ERA5/上海市_20221212_rise.jpg"
"2022-12-12","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212120000_set.jpg","/static/media/ERA5/上海市_20221212_set.jpg"
"2022-12-13","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212130000_rise.jpg","/static/media/ERA5/上海市_20221213_rise.jpg"
"2022-12-13","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212130000_set.jpg","/static/media/ERA5/上海市_20221213_set.jpg"
"2022-12-14","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212140000_rise.jpg","/static/media/ERA5/上海市_20221214_rise.jpg"
"2022-12-14","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212140000_set.jpg","/static/media/ERA5/上海市_20221214_set.jpg"
"2022-12-15","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212150000_rise.jpg","/static/media/ERA5/上海市_20221215_rise.jpg"
"2022-12-15","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212150000_set.jpg","/static/media/ERA5/上海市_20221215_set.jpg"
"2022-12-16","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212160000_rise.jpg","/static/media/ERA5/上海市_20221216_rise.jpg"
"2022-12-16","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212160000_set.jpg","/static/media/ERA5/上海市_20221216_set.jpg"
"2022-12-17","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212170000_rise.jpg","/static/media/ERA5/上海市_20221217_rise.jpg"
"2022-12-17","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212170000_set.jpg","/static/media/ERA5/上海市_20221217_set.jpg"
"2022-12-18","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212180000_rise.jpg","/static/media/ERA5/上海市_20221218_rise.jpg"
"2022-12-18","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212180000_set.jpg","/static/media/ERA5/上海市_20221218_set.jpg"
"2022-12-19","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212190000_rise.jpg","/static/media/ERA5/上海市_20221219_rise.jpg"
"2022-12-19","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212190000_set.jpg","/static/media/ERA5/上海市_20221219_set.jpg"
"2022-12-20","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212200000_rise.jpg","/static/media/ERA5/上海市_20221220_rise.jpg"
"2022-12-20","日落","-","-","基本不烧","小到中烧","不一致","-","-","/static/media/ERA5/202212200000_set.jpg","/static/media/ERA5/上海市_20221220_set.jpg"
"2022-12-21","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212210000_rise.jpg","/static/media/ERA5/上海市_20221221_rise.jpg"
"2022-12-21","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212210000_set.jpg","/static/media/ERA5/上海市_20221221_set.jpg"
"2022-12-22","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212220000_rise.jpg","/static/media/ERA5/上海市_20221222_rise.jpg"
"2022-12-22","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212220000_set.jpg","/static/media/ERA5/上海市_20221222_set.jpg"
"2022-12-23","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212230000_rise.jpg","/static/media/ERA5/上海市_20221223_rise.jpg"
"2022-12-23","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212230000_set.jpg","/static/media/ERA5/上海市_20221223_set.jpg"
"2022-12-24","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212240000_rise.jpg","/static/media/ERA5/上海市_20221224_rise.jpg"
"2022-12-24","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212240000_set.jpg","/static/media/ERA5/上海市_20221224_set.jpg"
"2022-12-25","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212250000_rise.jpg","/static/media/ERA5/上海市_20221225_rise.jpg"
"2022-12-25","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212250000_set.jpg","/static/media/ERA5/上海市_20221225_set.jpg"
"2022-12-26","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212260000_rise.jpg","/static/media/ERA5/上海市_20221226_rise.jpg"
"2022-12-26","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212260000_set.jpg","/static/media/ERA5/上海市_20221226_set.jpg"
"2022-12-27","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212270000_rise.jpg","/static/media/ERA5/上海市_20221227_rise.jpg"
"2022-12-27","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212270000_set.jpg","/static/media/ERA5/上海市_20221227_set.jpg"
"2022-12-28","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212280000_rise.jpg","/static/media/ERA5/上海市_20221228_rise.jpg"
"2022-12-28","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212280000_set.jpg","/static/media/ERA5/上海市_20221228_set.jpg"
"2022-12-29","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212290000_rise.jpg","/static/media/ERA5/上海市_20221229_rise.jpg"
"2022-12-29","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212290000_set.jpg","/static/media/ERA5/上海市_20221229_set.jpg"
"2022-12-30","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212300000_rise.jpg","/static/media/ERA5/上海市_20221230_rise.jpg"
"2022-12-30","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212300000_set.jpg","/static/media/ERA5/上海市_20221230_set.jpg"
"2022-12-31","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212310000_rise.jpg","/static/media/ERA5/上海市_20221231_rise.jpg"
"2022-12-31","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202212310000_set.jpg","/static/media/ERA5/上海市_20221231_set.jpg"
"2023-01-01","日出","高积云","橘红色,橘色","小到中烧","小到中烧","一致","幡状高积云","https://weibo.com/2816822382/MmfeAoyQG
https://weibo.com/1947735540/MmgQdnBLI","/static/media/ERA5/202301010000_rise.jpg","/static/media/ERA5/上海市_20230101_rise.jpg"
"2023-01-01","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301010000_set.jpg","/static/media/ERA5/上海市_20230101_set.jpg"
"2023-01-02","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301020000_rise.jpg","/static/media/ERA5/上海市_20230102_rise.jpg"
"2023-01-02","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301020000_set.jpg","/static/media/ERA5/上海市_20230102_set.jpg"
"2023-01-03","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301030000_rise.jpg","/static/media/ERA5/上海市_20230103_rise.jpg"
"2023-01-03","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301030000_set.jpg","/static/media/ERA5/上海市_20230103_set.jpg"
"2023-01-04","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301040000_rise.jpg","/static/media/ERA5/上海市_20230104_rise.jpg"
"2023-01-04","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301040000_set.jpg","/static/media/ERA5/上海市_20230104_set.jpg"
"2023-01-05","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301050000_rise.jpg","/static/media/ERA5/上海市_20230105_rise.jpg"
"2023-01-05","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301050000_set.jpg","/static/media/ERA5/上海市_20230105_set.jpg"
"2023-01-06","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301060000_rise.jpg","/static/media/ERA5/上海市_20230106_rise.jpg"
"2023-01-06","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301060000_set.jpg","/static/media/ERA5/上海市_20230106_set.jpg"
"2023-01-07","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301070000_rise.jpg","/static/media/ERA5/上海市_20230107_rise.jpg"
"2023-01-07","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301070000_set.jpg","/static/media/ERA5/上海市_20230107_set.jpg"
"2023-01-08","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301080000_rise.jpg","/static/media/ERA5/上海市_20230108_rise.jpg"
"2023-01-08","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301080000_set.jpg","/static/media/ERA5/上海市_20230108_set.jpg"
"2023-01-09","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301090000_rise.jpg","/static/media/ERA5/上海市_20230109_rise.jpg"
"2023-01-09","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301090000_set.jpg","/static/media/ERA5/上海市_20230109_set.jpg"
"2023-01-10","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301100000_rise.jpg","/static/media/ERA5/上海市_20230110_rise.jpg"
"2023-01-10","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301100000_set.jpg","/static/media/ERA5/上海市_20230110_set.jpg"
"2023-01-11","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301110000_rise.jpg","/static/media/ERA5/上海市_20230111_rise.jpg"
"2023-01-11","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301110000_set.jpg","/static/media/ERA5/上海市_20230111_set.jpg"
"2023-01-12","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301120000_rise.jpg","/static/media/ERA5/上海市_20230112_rise.jpg"
"2023-01-12","日落","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301120000_set.jpg","/static/media/ERA5/上海市_20230112_set.jpg"
"2023-01-13","日出","-","-","基本不烧","基本不烧","一致","-","-","/static/media/ERA5/202301130000_rise.jpg","/static/media/ERA5/上海市_20230113_rise.jpg"
